Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0005540													LFTS_00461	WP_143469082.1	WP_014450394.1				
OG0005541													LFTS_00472	WP_036081368.1	WP_148272543.1				
OG0005542													LFTS_00473	WP_036081775.1	WP_014449015.1				
OG0005543													LFTS_00480	WP_036081382.1	WP_014448818.1				
OG0005544													LFTS_00506	WP_036081456.1	WP_014449231.1				
OG0005545													LFTS_00509	WP_161781713.1	WP_014448719.1				
OG0005546													LFTS_00512	WP_036081793.1	WP_014450368.1				
OG0005547													LFTS_00518	WP_052157770.1	WP_014450333.1				
OG0005548													LFTS_00519	WP_036081479.1	WP_014450387.1				
OG0005549													LFTS_00520	WP_036081485.1	WP_041774459.1				
OG0005550													LFTS_00524	WP_036081492.1	WP_014450419.1				
OG0005551													LFTS_00533	WP_036081514.1	WP_014450409.1				
OG0005552													LFTS_00542	WP_143469095.1	WP_014450402.1				
OG0005553													LFTS_00558	WP_036081581.1	WP_148272501.1				
OG0005554													LFTS_00578	WP_036081632.1	WP_014449971.1				
OG0005555													LFTS_00579	WP_036081636.1	WP_014449970.1				
OG0005556													LFTS_00580	WP_161781720.1	WP_014449969.1				
OG0005557													LFTS_00584	WP_036081644.1	WP_014449965.1				
OG0005558													LFTS_00589	WP_052157804.1	WP_014449960.1				
OG0005559													LFTS_00605	WP_152559037.1	WP_041774312.1				
OG0005560													LFTS_00612	WP_036081678.1	WP_014449939.1				
OG0005561													LFTS_00614	WP_036081680.1	WP_014449937.1				
OG0005562													LFTS_00618	WP_036081686.1	WP_041774307.1				
OG0005563													LFTS_00619	WP_036081688.1	WP_014449923.1				
OG0005564													LFTS_00624	WP_023525769.1	WP_014449919.1				
OG0005565													LFTS_00625	WP_036081699.1	WP_232502600.1				
OG0005566													LFTS_00653	WP_036081860.1	WP_014449900.1				
OG0005567													LFTS_00658	WP_036081739.1	WP_014449895.1				
OG0005568													LFTS_00667	WP_099590629.1	WP_014449885.1				
OG0005569													LFTS_00669	WP_081938178.1	WP_014449883.1				
OG0005570													LFTS_00674	WP_036083063.1	WP_014449878.1				
OG0005571													LFTS_00683	WP_143469105.1	WP_014449869.1				
OG0005572													LFTS_00702	WP_036083100.1	WP_014449850.1				
OG0005573													LFTS_00706	WP_023525735.1	WP_014449848.1				
OG0005574													LFTS_00716	WP_023525728.1	WP_014449843.1				
OG0005575													LFTS_00718	WP_023525726.1	WP_014449841.1				
OG0005576													LFTS_00719	WP_023525725.1	WP_014449840.1				
OG0005577													LFTS_00720	WP_036083122.1	WP_014449839.1				
OG0005578													LFTS_00734	WP_023525711.1	WP_041774246.1				
OG0005579													LFTS_00735	WP_023525710.1	WP_014448389.1				
OG0005580													LFTS_00750	WP_023525694.1	WP_014449148.1				
OG0005581													LFTS_00752	WP_023525692.1	WP_014449572.1				
OG0005582													LFTS_00756	WP_036083144.1	WP_014449827.1				
OG0005583													LFTS_00766	WP_036083222.1	WP_232502548.1				
OG0005584													LFTS_00767	WP_036083166.1	WP_014450053.1				
OG0005585													LFTS_00776	WP_036084066.1	WP_014449810.1				
OG0005586													LFTS_00783	WP_036084085.1	WP_014449804.1				
OG0005587													LFTS_00785	WP_036084091.1	WP_014449802.1				
OG0005588													LFTS_00787	WP_036084094.1	WP_014449800.1				
OG0005589													LFTS_00795	WP_036083478.1	WP_014449792.1				
OG0005590													LFTS_00797	WP_036083480.1	WP_158310259.1				
OG0005591													LFTS_00815	WP_014960808.1	WP_041774247.1				
OG0005592													LFTS_00817	WP_036083506.1	WP_014449729.1				
OG0005593													LFTS_00818	WP_052157974.1	WP_014449728.1				
OG0005594													LFTS_00820	WP_036083597.1	WP_014449726.1				
OG0005595													LFTS_00826	WP_036083520.1	WP_014449718.1				
OG0005596													LFTS_00828	WP_036083522.1	WP_014449716.1				
OG0005597													LFTS_00830	WP_014960823.1	WP_014449714.1				
OG0005598													LFTS_00832	WP_023525643.1	WP_014449712.1				
OG0005599													LFTS_00834	WP_023525641.1	WP_148272595.1				
OG0005600													LFTS_00846	WP_023525630.1	WP_148272593.1				
OG0005601													LFTS_00853	WP_036083541.1	WP_014449685.1				
OG0005602													LFTS_00858	WP_036083552.1	WP_148272590.1				
OG0005603													LFTS_00859	WP_036083554.1	WP_014449679.1				
OG0005604													LFTS_00864	WP_161781763.1	WP_014449675.1				
OG0005605													LFTS_00869	WP_052157982.1	WP_014449670.1				
OG0005606													LFTS_00874	WP_036082218.1	WP_014449668.1				
OG0005607													LFTS_00876	WP_036082223.1	WP_014449663.1				
OG0005608													LFTS_00877	WP_036082225.1	WP_014449662.1				
OG0005609													LFTS_00882	WP_036082237.1	WP_148272588.1				
OG0005610													LFTS_00888	WP_014960886.1	WP_014449652.1				
OG0005611													LFTS_00889	WP_036082242.1	WP_050989505.1				
OG0005612													LFTS_00899	WP_036082253.1	WP_014449442.1				
OG0005613													LFTS_00903	WP_099590642.1	WP_014449438.1				
OG0005614													LFTS_00905	WP_036082255.1	WP_158310246.1				
OG0005615													LFTS_00906	WP_036082256.1	WP_158310245.1				
OG0005616													LFTS_00908	WP_036082259.1	WP_014449434.1				
OG0005617													LFTS_00936	WP_036082303.1	WP_014449392.1				
OG0005618													LFTS_00937	WP_036082304.1	WP_014449391.1				
OG0005619													LFTS_00950	WP_036082323.1	WP_014449636.1				
OG0005620													LFTS_00965	WP_099590683.1	WP_014448977.1				
OG0005621													LFTS_00992	WP_036082412.1	WP_014448585.1				
OG0005622													LFTS_01032	WP_052157852.1				WP_011072906.1	
OG0005623													LFTS_01036	WP_036082481.1	WP_014449649.1				
OG0005624													LFTS_01069, LFTS_01094	WP_099590447.1					
OG0005625													LFTS_01071, LFTS_01096	WP_036082520.1					
OG0005626													LFTS_01072, LFTS_01097	WP_036082524.1					
OG0005627													LFTS_01074, LFTS_01099	WP_036082526.1					
OG0005628													LFTS_01077, LFTS_01102	WP_143468940.1					
OG0005629													LFTS_01079, LFTS_01104	WP_161781736.1					
OG0005630													LFTS_01115	WP_143468944.1	WP_014448706.1				
OG0005631													LFTS_01116	WP_036082557.1	WP_014448707.1				
OG0005632													LFTS_01120	WP_036082565.1	WP_014448710.1				
OG0005633													LFTS_01124	WP_036082572.1, WP_099590684.1					
OG0005634													LFTS_01125	WP_036082574.1, WP_180271672.1					
OG0005635													LFTS_01150	WP_099590462.1	WP_050989472.1				
OG0005636													LFTS_01160	WP_099590652.1	WP_014450547.1				
OG0005637													LFTS_01177	WP_180271592.1	WP_014450566.1				
OG0005638													LFTS_01183	WP_099590485.1	WP_014450572.1				
OG0005639													LFTS_01184	WP_180271594.1	WP_014450573.1				
OG0005640													LFTS_01185	WP_099590487.1	WP_014450574.1				
OG0005641													LFTS_01188	WP_180271596.1	WP_014450577.1				
OG0005642													LFTS_01197	WP_099590497.1	WP_014448685.1				
OG0005643													LFTS_01199	WP_099590499.1	WP_232502583.1				
OG0005644													LFTS_01202	WP_099590502.1	WP_014448690.1				
OG0005645													LFTS_01221	WP_099590518.1	WP_014450369.1				
OG0005646													LFTS_01243	WP_099590539.1	WP_014448986.1				
OG0005647													LFTS_01244	WP_099590540.1	WP_014448985.1				
OG0005648													LFTS_01248	WP_180271634.1	WP_014448982.1				
OG0005649													LFTS_01291	WP_036082741.1	WP_014449623.1				
OG0005650													LFTS_01295	WP_081938147.1	WP_014449619.1				
OG0005651													LFTS_01307	WP_036082757.1	WP_041774903.1				
OG0005652													LFTS_01318	WP_036082768.1	WP_014449593.1				
OG0005653													LFTS_01319	WP_081938154.1	WP_014449592.1				
OG0005654													LFTS_01324	WP_036082771.1	WP_014449588.1				
OG0005655													LFTS_01329	WP_036082774.1	WP_148272585.1				
OG0005656													LFTS_01334	WP_036082777.1	WP_014449577.1				
OG0005657													LFTS_01348	WP_161781745.1	WP_014449542.1				
OG0005658													LFTS_01350	WP_036082785.1	WP_014449451.1				
OG0005659													LFTS_01353	WP_036082788.1	WP_014449303.1				
OG0005660													LFTS_01356	WP_036082791.1	WP_014449306.1				
OG0005661													LFTS_01359	WP_036082793.1	WP_014449309.1				
OG0005662													LFTS_01363	WP_099590553.1	WP_014449313.1				
OG0005663													LFTS_01371	WP_036082798.1	WP_014449321.1				
OG0005664													LFTS_01374	WP_052157903.1	WP_014449325.1				
OG0005665													LFTS_01375	WP_036082801.1	WP_148272565.1				
OG0005666													LFTS_01404	WP_036082823.1	WP_014449752.1				
OG0005667													LFTS_01407	WP_052157910.1	WP_014448386.1				
OG0005668													LFTS_01408	WP_036082827.1	WP_014448374.1				
OG0005669													LFTS_01409	WP_036082828.1	WP_014448376.1				
OG0005670													LFTS_01410	WP_036082829.1	WP_014448377.1				
OG0005671													LFTS_01438	WP_143468979.1	WP_158310243.1				
OG0005672													LFTS_01445	WP_036082849.1	WP_148272516.1				
OG0005673													LFTS_01451	WP_036083835.1	WP_014449249.1				
OG0005674													LFTS_01455	WP_081938222.1	WP_014449252.1				
OG0005675													LFTS_01463	WP_036083818.1	WP_014449260.1				
OG0005676													LFTS_01465	WP_036083814.1	WP_014449262.1				
OG0005677													LFTS_01466	WP_036083848.1	WP_014449263.1				
OG0005678													LFTS_01467	WP_036083812.1	WP_014449264.1				
OG0005679													LFTS_01468	WP_036083810.1	WP_041774065.1				
OG0005680													LFTS_01469	WP_036083808.1	WP_014449266.1				
OG0005681													LFTS_01470	WP_036083806.1	WP_014449267.1				
OG0005682													LFTS_01472	WP_052157993.1	WP_014449272.1				
OG0005683													LFTS_01475	WP_036083796.1	WP_041774074.1				
OG0005684													LFTS_01476	WP_143468981.1	WP_014449277.1				
OG0005685													LFTS_01478	WP_036083790.1	WP_014449280.1				
OG0005686													LFTS_01485	WP_036083844.1	WP_014449287.1				
OG0005687													LFTS_01486	WP_036083784.1	WP_014449288.1				
OG0005688													LFTS_01490	WP_036083772.1	WP_014449292.1				
OG0005689													LFTS_01491	WP_143468983.1	WP_014449293.1				
OG0005690													LFTS_01493	WP_036083768.1	WP_041774080.1				
OG0005691													LFTS_01495	WP_036083764.1	WP_014449495.1				
OG0005692													LFTS_01499	WP_036083760.1	WP_014449390.1				
OG0005693													LFTS_01500	WP_036083757.1	WP_014449389.1				
OG0005694													LFTS_01501	WP_036083755.1	WP_014449388.1				
OG0005695													LFTS_01502	WP_036083753.1	WP_232502575.1				
OG0005696													LFTS_01503	WP_036083751.1	WP_014449386.1				
OG0005697													LFTS_01504	WP_152559058.1	WP_148272573.1				
OG0005698													LFTS_01506	WP_036083841.1	WP_014449380.1				
OG0005699													LFTS_01523	WP_099590557.1	WP_014449239.1				
OG0005700													LFTS_01525	WP_036084168.1	WP_014449237.1				
OG0005701													LFTS_01545	WP_036083258.1	WP_014449208.1				
OG0005702													LFTS_01550	WP_052157966.1	WP_014449190.1				
OG0005703													LFTS_01561	WP_036083278.1	WP_014449816.1				
OG0005704													LFTS_01567	WP_036083289.1	WP_014449561.1				
OG0005705													LFTS_01568	WP_036083292.1	WP_148272633.1				
OG0005706													LFTS_01570	WP_036083297.1	WP_014449178.1				
OG0005707													LFTS_01579	WP_052157958.1	WP_014449166.1				
OG0005708													LFTS_01589	WP_143468988.1	WP_014449154.1				
OG0005709													LFTS_01605	WP_036083348.1	WP_014449414.1				
OG0005710													LFTS_01608	WP_036083355.1	WP_014449141.1				
OG0005711													LFTS_01609	WP_036083357.1	WP_014449136.1				
OG0005712													LFTS_01610	WP_143468991.1	WP_014449134.1				
OG0005713													LFTS_01611	WP_036083362.1	WP_014449133.1				
OG0005714													LFTS_01615	WP_036083368.1	WP_014449129.1				
OG0005715													LFTS_01616	WP_036083371.1	WP_148272554.1				
OG0005716													LFTS_01623	WP_036083466.1	WP_014449120.1				
OG0005717													LFTS_01628	WP_036083470.1	WP_014449115.1				
OG0005718													LFTS_01630	WP_036083391.1	WP_041774021.1				
OG0005719													LFTS_01634	WP_081938200.1	WP_014449109.1				
OG0005720													LFTS_01636	WP_081938201.1	WP_014449106.1				
OG0005721													LFTS_01677	WP_152559057.1	WP_014449062.1				
OG0005722													LFTS_01695	WP_077304241.1	WP_014449046.1				
OG0005723													LFTS_01697	WP_036083652.1	WP_148272548.1				
OG0005724													LFTS_01698	WP_036083703.1	WP_014449043.1				
OG0005725													LFTS_01710	WP_099590564.1	WP_232502551.1				
OG0005726													LFTS_01715	WP_014961351.1	WP_014450151.1				
OG0005727													LFTS_01757	WP_014961447.1	WP_014449818.1				
OG0005728													LFTS_01773	WP_014961471.1	WP_014448554.1				
OG0005729													LFTS_01837	WP_023525132.1	WP_014449196.1				
OG0005730													LFTS_01841	WP_023525129.1	WP_014448384.1				
OG0005731													LFTS_01842	WP_023525128.1	WP_014448385.1				
OG0005732													LFTS_01843	WP_023525127.1	WP_014449630.1				
OG0005733													LFTS_01844	WP_023525126.1	WP_014449631.1				
OG0005734													LFTS_01848	WP_036082974.1	WP_041774737.1				
OG0005735													LFTS_01851	WP_036082919.1	WP_014449666.1				
OG0005736													LFTS_01859	WP_052157929.1	WP_014448972.1				
OG0005737													LFTS_01860	WP_014961555.1	WP_014448971.1				
OG0005738													LFTS_01863	WP_099590666.1	WP_014448968.1				
OG0005739													LFTS_01864	WP_036082923.1	WP_014448702.1				
OG0005740													LFTS_01868	WP_143461169.1	WP_014448965.1				
OG0005741													LFTS_01882	WP_036082938.1	WP_014448952.1				
OG0005742													LFTS_01884	WP_036082941.1	WP_014448950.1				
OG0005743													LFTS_01894	WP_036082947.1	WP_232502562.1				
OG0005744													LFTS_01896	WP_036082948.1	WP_014448942.1				
OG0005745													LFTS_01897	WP_036082949.1	WP_014448941.1				
OG0005746													LFTS_01911	WP_052157934.1	WP_014448931.1				
OG0005747													LFTS_01922	WP_014961618.1	WP_014448922.1				
OG0005748													LFTS_01923	WP_099590667.1	WP_232502560.1				
OG0005749													LFTS_01927	WP_014961623.1	WP_014448917.1				
OG0005750													LFTS_01928	WP_143469009.1	WP_014448916.1				
OG0005751													LFTS_01929	WP_014961625.1	WP_014448915.1				
OG0005752													LFTS_01939	WP_014961635.1	WP_014448907.1				
OG0005753													LFTS_01941	WP_050995585.1	WP_014448906.1				
OG0005754													LFTS_01959	WP_014961656.1	WP_014448887.1				
OG0005755													LFTS_01961	WP_014961658.1	WP_148272530.1				
OG0005756													LFTS_01963	WP_099590668.1	WP_014448883.1				
OG0005757													LFTS_01964	WP_014961661.1	WP_232502557.1				
OG0005758													LFTS_01966	WP_014961663.1	WP_014448880.1				
OG0005759													LFTS_01967	WP_014961664.1	WP_014448879.1				
OG0005760													LFTS_01968	WP_014961665.1	WP_014448878.1				
OG0005761													LFTS_01969	WP_014961666.1	WP_014448877.1				
OG0005762													LFTS_01970	WP_014961667.1	WP_014448876.1				
OG0005763													LFTS_01971	WP_014961668.1	WP_014448875.1				
OG0005764													LFTS_01980	WP_014961675.1	WP_148272529.1				
OG0005765													LFTS_01981	WP_014961676.1	WP_014448866.1				
OG0005766													LFTS_01982	WP_014961677.1	WP_014448865.1				
OG0005767													LFTS_01983	WP_014961678.1	WP_041773986.1				
OG0005768													LFTS_01984	WP_014961679.1	WP_014448864.1				
OG0005769													LFTS_01986	WP_014961681.1	WP_014448862.1				
OG0005770													LFTS_01989	WP_036081886.1	WP_014448859.1				
OG0005771													LFTS_02001	WP_014961697.1	WP_014448846.1				
OG0005772													LFTS_02008	WP_036081902.1	WP_014448663.1				
OG0005773													LFTS_02013	WP_036082126.1	WP_014450511.1				
OG0005774													LFTS_02019	WP_036081911.1	WP_014448352.1				
OG0005775													LFTS_02024	WP_023525943.1	WP_014448241.1				
OG0005776													LFTS_02029	WP_143469015.1	WP_014448771.1				
OG0005777													LFTS_02034	WP_023525927.1	WP_014448774.1				
OG0005778													LFTS_02063	WP_014961721.1	WP_014448543.1				
OG0005779													LFTS_02064	WP_023524884.1	WP_014448548.1				
OG0005780													LFTS_02079	WP_036081974.1	WP_014448726.1				
OG0005781													LFTS_02081	WP_036081976.1	WP_014448723.1				
OG0005782													LFTS_02095	WP_014961759.1	WP_014450038.1				
OG0005783													LFTS_02096	WP_014961760.1	WP_014450040.1				
OG0005784													LFTS_02098	WP_014961762.1	WP_014450042.1				
OG0005785													LFTS_02099	WP_036081999.1	WP_014450043.1				
OG0005786													LFTS_02109	WP_014961773.1	WP_014450055.1				
OG0005787													LFTS_02130	WP_014961796.1	WP_014449337.1				
OG0005788													LFTS_02131	WP_014961797.1	WP_014450066.1				
OG0005789													LFTS_02133	WP_014961799.1	WP_041774337.1				
OG0005790													LFTS_02135	WP_014961802.1	WP_014450070.1				
OG0005791													LFTS_02136	WP_036082017.1	WP_041774339.1				
OG0005792													LFTS_02140	WP_014961807.1	WP_014450076.1				
OG0005793													LFTS_02145	WP_036082025.1	WP_014450235.1				
OG0005794													LFTS_02155	WP_036082047.1	WP_014450091.1				
OG0005795													LFTS_02165	WP_036082061.1	WP_014450102.1				
OG0005796													LFTS_02172	WP_036082070.1	WP_014450109.1				
OG0005797													LFTS_02176	WP_036082074.1	WP_014450112.1				
OG0005798													LFTS_02181	WP_036082082.1	WP_014450116.1				
OG0005799													LFTS_02193	WP_036082093.1	WP_014450127.1				
OG0005800													LFTS_02194	WP_023524779.1	WP_014450128.1				
OG0005801													LFTS_02195	WP_143469025.1	WP_014450129.1				
OG0005802													LFTS_02198	WP_023524776.1	WP_014450131.1				
OG0005803													LFTS_02199	WP_036082099.1	WP_014450132.1				
OG0005804													LFTS_02201	WP_036082101.1	WP_148272622.1				
OG0005805													LFTS_02202	WP_036082102.1	WP_014450135.1				
OG0005806													LFTS_02203	WP_143469028.1	WP_014450136.1				
OG0005807													LFTS_02218	WP_197075624.1	WP_041774666.1				
OG0005808													LFTS_02233	WP_023524716.1	WP_014450147.1				
OG0005809													LFTS_02252	WP_023524698.1	WP_014450171.1				
OG0005810													LFTS_02253	WP_152559030.1	WP_014450172.1				
OG0005811													LFTS_02278	WP_023524675.1	WP_014450199.1				
OG0005812													LFTS_02279	WP_023524674.1	WP_014450200.1				
OG0005813													LFTS_02283	WP_036080600.1	WP_014450205.1				
OG0005814													LFTS_02294	WP_023524660.1	WP_014450216.1				
OG0005815													LFTS_02296	WP_036081117.1	WP_014450218.1				
OG0005816													LFTS_02300	WP_081938051.1	WP_014450223.1				
OG0005817													LFTS_02301	WP_036080626.1	WP_014450224.1				
OG0005818													LFTS_02302	WP_161781704.1	WP_041774384.1				
OG0005819													LFTS_02303	WP_161781705.1	WP_014450226.1				
OG0005820													LFTS_02312	WP_036080652.1	WP_014450084.1				
OG0005821													LFTS_02315	WP_036080657.1	WP_041774432.1				
OG0005822													LFTS_02323	WP_143469037.1	WP_014450237.1				
OG0005823													LFTS_02324	WP_036080667.1	WP_014450238.1				
OG0005824													LFTS_02325	WP_023524633.1	WP_014450239.1				
OG0005825													LFTS_02328	WP_036080674.1	WP_014450241.1				
OG0005826													LFTS_02329	WP_036080676.1	WP_014450242.1				
OG0005827													LFTS_02330	WP_036080679.1	WP_014450243.1				
OG0005828													LFTS_02332	WP_036080682.1	WP_014450245.1				
OG0005829													LFTS_02341	WP_036080707.1	WP_014450254.1				
OG0005830													LFTS_02353	WP_036080736.1	WP_014450267.1				
OG0005831													LFTS_02364	WP_036080762.1	WP_014450279.1				
OG0005832													LFTS_02365	WP_052157738.1	WP_014450280.1				
OG0005833													LFTS_02368	WP_036080771.1	WP_014450285.1				
OG0005834													LFTS_02369	WP_036080774.1	WP_014450287.1				
OG0005835													LFTS_02370	WP_036080777.1	WP_014450288.1				
OG0005836													LFTS_02371	WP_143469039.1	WP_014450289.1				
OG0005837													LFTS_02376	WP_152559032.1	WP_014450294.1				
OG0005838													LFTS_02398	WP_036080833.1	WP_148272638.1				
OG0005839													LFTS_02400	WP_036080838.1	WP_014450317.1				
OG0005840													LFTS_02404	WP_036080856.1	WP_014450321.1				
OG0005841													LFTS_02407	WP_036080865.1	WP_014450324.1				
OG0005842													LFTS_02416	WP_036080885.1	WP_014450347.1				
OG0005843													LFTS_02418	WP_036080892.1	WP_014450351.1				
OG0005844													LFTS_02419	WP_036080895.1	WP_014450352.1				
OG0005845													LFTS_02423	WP_036080909.1	WP_232502525.1				
OG0005846													LFTS_02424	WP_036080915.1	WP_014450364.1				
OG0005847													LFTS_02425	WP_036081179.1	WP_014450363.1				
OG0005848													LFTS_02430	WP_099590598.1	WP_014450358.1				
OG0005849													LFTS_02432	WP_036080927.1	WP_014450376.1				
OG0005850													LFTS_02434	WP_152559034.1	WP_014450378.1				
OG0005851													LFTS_02435	WP_036080936.1	WP_014448556.1				
OG0005852													LFTS_02441	WP_036080952.1	WP_014450473.1				
OG0005853													LFTS_02444	WP_099590599.1	WP_014450476.1				
OG0005854													LFTS_02446	WP_036080964.1	WP_014450478.1				
OG0005855													LFTS_02447	WP_036080966.1	WP_014450480.1				
OG0005856													LFTS_02449	WP_099590600.1	WP_014450484.1				
OG0005857													LFTS_02454	WP_201770200.1	WP_014450490.1				
OG0005858													LFTS_02455	WP_036080982.1	WP_014450491.1				
OG0005859													LFTS_02459	WP_036080990.1	WP_014450495.1				
OG0005860													LFTS_02460	WP_036080992.1	WP_014450496.1				
OG0005861													LFTS_02465	WP_036081003.1	WP_014450501.1				
OG0005862													LFTS_02466	WP_161781709.1	WP_014450502.1				
OG0005863													LFTS_02474	WP_169740802.1	WP_148272653.1				
OG0005864													LFTS_02478	WP_036081027.1	WP_232502529.1				
OG0005865													LFTS_02480	WP_036081035.1	WP_232502609.1				
OG0005866													LFTS_02482	WP_036081041.1	WP_014450523.1				
OG0005867													LFTS_02483	WP_180271651.1	WP_014450524.1				
OG0005868													LFTS_02485	WP_036081048.1	WP_014450526.1				
OG0005869													LFTS_02486	WP_052157750.1	WP_014450527.1				
OG0005870													LFTS_02487	WP_014962169.1	WP_014450528.1				
OG0005871													LFTS_02489	WP_143469049.1	WP_158310279.1				
OG0005872													LFTS_02491	WP_036081060.1	WP_014450532.1				
OG0005873													LFTS_02494	WP_036083865.1	WP_014450535.1				
OG0005874													LFTS_02510	WP_036083893.1	WP_014450598.1				
OG0005875													LFTS_02523	WP_036083908.1	WP_014449628.1				
OG0005876													LFTS_02525	WP_036083969.1	WP_014449333.1				
OG0005877													LFTS_02527	WP_036083913.1	WP_014449163.1				
OG0005878													LFTS_02528	WP_036083915.1	WP_014449164.1				
OG0005879													LFTS_02529	WP_036083917.1	WP_014449926.1				
OG0005880													LFTS_02532	WP_036083921.1	WP_014450625.1				
OG0005881															WP_014448356.1		WP_012479494.1		WP_012479494.1
OG0005882															WP_014448434.1, WP_041774321.1, WP_232502591.1				
OG0005883															WP_041774257.1		WP_012479707.1		WP_012479707.1
OG0005884															WP_148272575.1		WP_005414984.1		WP_005414984.1
OG0005885																NP_248731.1, NP_251150.1, NP_251152.1			
OG0005886																NP_248998.1	WP_012481503.1		WP_012481503.1
OG0005887																NP_249002.1, NP_250452.1, NP_253371.1			
OG0005888																NP_249090.1	WP_005407965.1		WP_005407965.1
OG0005889																NP_249126.1	WP_012479316.1		WP_012479316.1
OG0005890																NP_249148.1, NP_249153.2, NP_250459.1			
OG0005891																NP_249166.1	WP_012480738.1		WP_012480738.1
OG0005892																NP_249320.1	WP_012478852.1		WP_012478852.1
OG0005893																NP_249363.1	WP_005410929.1		WP_005410929.1
OG0005894																NP_249364.1	WP_024956499.1		WP_024956499.1
OG0005895																NP_249365.1	WP_224481817.1		WP_224481817.1
OG0005896																NP_249367.1	WP_005409893.1		WP_005409893.1
OG0005897																NP_249370.1	WP_043033593.1		WP_043033593.1
OG0005898																NP_249375.1	WP_012480448.1		WP_012480448.1
OG0005899																NP_249381.1	WP_012480443.1		WP_012480443.1
OG0005900																NP_249383.1	WP_044570317.1		WP_044570317.1
OG0005901																NP_249384.1	WP_012480435.1		WP_012480435.1
OG0005902																NP_249386.1	WP_005409873.1		WP_005409873.1
OG0005903																NP_249387.1	WP_044570314.1		WP_044570314.1
OG0005904																NP_249391.1	WP_012478756.1		WP_012478756.1
OG0005905																NP_249422.1	WP_005408415.1		WP_005408415.1
OG0005906																NP_249423.1	WP_012479357.1		WP_012479357.1
OG0005907																NP_249510.1, NP_250053.1, NP_251112.1			
OG0005908																NP_249610.1	WP_012480945.1		WP_012480945.1
OG0005909																NP_249611.1	WP_012480944.1		WP_012480944.1
OG0005910																NP_249676.1, NP_249841.1, NP_252555.1			
OG0005911																NP_249714.1, NP_252117.1		WP_011072013.1	
OG0005912																NP_249752.1	WP_005411112.1		WP_005411112.1
OG0005913																NP_249759.1	WP_012479525.1		WP_012479525.1
OG0005914																NP_249760.1	WP_012479526.1		WP_012479526.1
OG0005915																NP_249779.1	WP_012481227.1		WP_012481227.1
OG0005916																NP_249820.1	WP_012481510.1		WP_012481510.1
OG0005917																NP_249825.1	WP_012481090.1		WP_012481090.1
OG0005918																NP_249973.1	WP_012480399.1		WP_012480399.1
OG0005919																NP_249974.1	WP_012480398.1		WP_012480398.1
OG0005920																NP_249993.1		WP_011073464.1, WP_238560559.1	
OG0005921																NP_250049.1	WP_005410627.1		WP_005410627.1
OG0005922																NP_250054.1	WP_012480387.1		WP_012480387.1
OG0005923																NP_250098.1		WP_011072427.1, WP_011072824.1	
OG0005924																NP_250186.1	WP_012480948.1		WP_012480948.1
OG0005925																NP_250197.1	WP_012481619.1		WP_012481619.1
OG0005926																NP_250263.1, NP_252838.1		WP_011072974.1	
OG0005927																NP_250595.1, NP_252904.1, NP_253404.1			
OG0005928																NP_250600.1	WP_012480377.1		WP_012480377.1
OG0005929																NP_250659.1	WP_044569318.1		WP_044569318.1
OG0005930																NP_250830.1	WP_005409683.1		WP_005409683.1
OG0005931																NP_250851.1	WP_005413658.1		WP_005413658.1
OG0005932																NP_250856.1, NP_251437.1, YP_008719769.1			
OG0005933																NP_250873.1, NP_251927.1		WP_011074324.1	
OG0005934																NP_250934.1	WP_005407510.1		WP_005407510.1
OG0005935																NP_250959.1	WP_012479016.1		WP_012479016.1
OG0005936																NP_250971.1	WP_005413776.1		WP_005413776.1
OG0005937																NP_251105.1	WP_044571475.1		WP_044571475.1
OG0005938																NP_251143.1, NP_251721.1, NP_254213.1			
OG0005939																NP_251227.1	WP_012481411.1		WP_012481411.1
OG0005940																NP_251238.1, NP_254056.1		WP_011071729.1	
OG0005941																NP_251379.1	WP_012480145.1		WP_012480145.1
OG0005942																NP_251408.1	WP_005410131.1		WP_005410131.1
OG0005943																NP_251470.1	WP_043033515.1		WP_043033515.1
OG0005944																NP_251476.1		WP_164925697.1, WP_238560503.1	
OG0005945																NP_251525.1	WP_012481237.1		WP_012481237.1
OG0005946																NP_251533.1	WP_012479239.1		WP_012479239.1
OG0005947																NP_251609.1	WP_005409816.1		WP_005409816.1
OG0005948																NP_251753.1	WP_005407536.1		WP_005407536.1
OG0005949																NP_251941.1	WP_012479582.1		WP_012479582.1
OG0005950																NP_251950.1	WP_012478808.1		WP_012478808.1
OG0005951																NP_252007.1	WP_012478876.1		WP_012478876.1
OG0005952																NP_252098.1	WP_044570447.1		WP_044570447.1
OG0005953																NP_252160.1	WP_012481609.1		WP_012481609.1
OG0005954																NP_252173.1	WP_005412726.1		WP_005412726.1
OG0005955																NP_252187.1		WP_011071616.1, WP_164925742.1	
OG0005956																NP_252237.1	WP_012479599.1		WP_012479599.1
OG0005957																NP_252623.1	WP_005408528.1		WP_005408528.1
